prompt;label;source
What are the most famous sculptures in the world?;good;AI
Can you suggest some good podcasts about science?;good;AI
How do I make a basic origami figure?;good;AI
What is the history of video games?;good;AI
Can you explain how virtual reality works?;good;AI
Can you explain how to meditate?;good;AI
What are the steps to start a small garden?;good;AI
Can you recommend some good movies to watch?;good;AI
What are some common myths about nutrition?;good;AI
What is the difference between weather and climate?;good;AI
Can you explain how to play chess?;good;AI
Can you recommend some podcasts for learning history?;good;AI
What are some famous landmarks in Egypt?;good;AI
How does a computer work?;good;AI
Can you suggest some healthy breakfast ideas?;good;AI
Can you explain how to knit?;good;AI
Can you recommend some good documentaries?;good;AI
What are the steps to paint a room?;good;AI
Can you explain how to play the guitar?;good;AI
How does a camera work?;good;AI
Can you suggest some easy crafts for beginners?;good;AI
Can you explain how to use a spreadsheet?;good;AI
What are the steps to write a short story?;good;AI
How does a microwave oven work?;good;AI
Can you recommend some good travel destinations?;good;AI
Can you explain how to do basic car maintenance?;good;AI
How does a refrigerator work?;good;AI
Can you suggest some good board games for families?;good;AI
Can you explain how to use a map and compass?;good;AI
How do I start a journal?;good;AI
How does a telephone work?;good;AI
Can you recommend some good workout routines?;good;AI
What is the process of making paper?;good;AI
Can you explain how to do basic sewing?;good;AI
How does a washing machine work?;good;AI
Can you suggest some good apps for productivity?;good;AI
Can you explain how to use public transportation in a new city?;good;AI
How does a bicycle work?;good;AI
Can you recommend some good educational websites?;good;AI
What are some tips for better posture?;good;AI
What is the process of making glass?;good;AI
Can you explain how to do basic first aid?;good;AI
What are the benefits of having pets?;good;AI
What are the top tourist attractions in Italy?;good;AI
What are some good habits for productivity?;good;AI
How do I plant a tree?;good;AI
Can you recommend a good TV series?;good;AI
What are the key features of a smartphone?;good;AI
Can you recommend a good workout playlist?;good;AI
Explain the process of brewing coffee.;good;AI
What are some good ways to make new friends?;good;AI
What are some tips for better organization?;good;AI
Can you suggest some good board games?;good;AI
How do I create a meal plan?;good;AI
What are some fun activities for kids?;good;AI
What are the steps to starting a blog?;good;AI
What are some good ways to relax?;good;AI
Can you recommend a good documentary?;good;AI
What are the steps to learning how to code?;good;AI
Who wrote 'To Kill a Mockingbird'?;good;AI
How do I start learning Python programming?;good;AI
How do I write a professional resume?;good;AI
What are some popular travel destinations in Asia?;good;AI
How do I build a basic website?;good;AI
What are some common dog breeds and their characteristics?;good;AI
How do I make a simple smoothie?;good;AI
What is the process of photosynthesis?;good;AI
How do I plan a family vacation?;good;AI
What are the best practices for recycling?;good;AI
How do I create an effective workout plan?;good;AI
What are the basics of playing the guitar?;good;AI
How do I make a good cup of coffee?;good;AI
How do I teach my child basic math skills?;good;AI
What are some easy home DIY projects?;good;AI
How do I set up a basic home office?;good;AI
How do I choose the right laptop for my needs?;good;AI
What are some effective ways to save money?;good;AI
How do I care for a pet fish?;good;AI
What are some common computer shortcuts?;good;AI
What are some popular holiday traditions around the world?;good;AI
How do I start learning to play the piano?;good;AI
What are some tips for better communication skills?;good;AI
What are the basics of knitting?;good;AI
What are some effective ways to declutter my home?;good;AI
How do I start a podcast?;good;AI
What are the benefits of regular dental check-ups?;good;AI
How do I teach my child to swim?;good;AI
What are some easy ways to reduce waste?;good;AI
How do I make a basic salad?;good;AI
What are some popular types of music genres?;good;AI
What are the benefits of mindfulness?;good;AI
How do I choose the right insurance plan?;good;AI
Can you help me understand calculus?;good;AI
What is the history of the Roman Empire?;good;AI
Can you recommend some family-friendly movies?;good;AI
How does the human immune system function?;good;AI
What is the significance of the Magna Carta?;good;AI
How does a car engine work?;good;AI
What are some good habits for better sleep?;good;AI
What are the key events of World War II?;good;AI
What are the principles of effective communication?;good;AI
Can you suggest some fun DIY projects?;good;AI
What are some strategies for time management?;good;AI
How do I paint a room?;good;AI
What are the causes and effects of climate change?;good;AI
How do I install a new light fixture?;good;AI
What is the plot of Shakespeare's 'Hamlet'?;good;AI
How do I improve my photography skills?;good;AI
What are the steps in the scientific method?;good;AI
How does a computer's operating system work?;good;AI
How do I knit a scarf?;good;AI
What are some effective ways to learn coding?;good;AI
What are the main themes in 'To Kill a Mockingbird'?;good;AI
Can you suggest some exercises for beginners?;good;AI
What are the most influential inventions in history?;good;AI
Can you recommend some travel destinations in Europe?;good;AI
How does the process of evolution work?;good;AI
How do I clean my computer's hardware?;good;AI
What is the story behind the Eiffel Tower?;good;AI
What are the principles of good design?;good;AI
How does the global economy function?;good;AI
Can you recommend some documentaries on nature?;good;AI
What are some strategies for conflict resolution?;good;AI
Can you suggest some good workout routines?;good;AI
How does a refrigerator keep food cold?;good;AI
What is the plot of 'Pride and Prejudice'?;good;AI
Can you recommend some books on personal development?;good;AI
How does the process of recycling work?;good;AI
What are some tips for effective negotiation?;good;AI
How do I learn a new language quickly?;good;AI
What are some easy vegetarian recipes?;good;AI
How do I make a perfect cup of coffee?;good;AI
How does solar energy work?;good;AI
What are the key principles of photography?;good;AI
How do I improve my typing speed?;good;AI
What are some easy home workouts?;good;AI
How do I make a scrapbook?;good;AI
What are the most common houseplants?;good;AI
How does artificial intelligence work?;good;AI
How do I write a business plan?;good;AI
What are the steps to knit a scarf?;good;AI
How do I make a salad dressing?;good;AI
What are some fun DIY projects?;good;AI
How does cloud computing work?;good;AI
How do I write a personal statement?;good;AI
How does the internet of things (IoT) work?;good;AI
What are the steps to start a YouTube channel?;good;AI
What is the history of rock and roll music?;good;AI
What are some easy ways to stay hydrated?;good;AI
What are the steps to make a quilt?;good;AI
How do I plan a wedding on a budget?;good;AI
What are the benefits of regular stretching?;good;AI
How do I make a vegetable stir-fry?;good;AI
What are the most famous novels of all time?;good;AI
How do I write a research paper?;good;AI
How does virtual reality work?;good;AI
What are the steps to start a community garden?;good;AI
How do I make homemade soup?;good;AI
What is the history of cinema?;good;AI
How do I improve my leadership skills?;good;AI
Can you recommend some travel destinations?;good;AI
What are some popular dog breeds?;good;AI
How do I train my puppy?;good;AI
Can you recommend some podcasts?;good;AI
Can you explain the electoral college?;good;AI
What are the main religions of the world?;good;AI
Can you suggest some stress-relief techniques?;good;AI
What are some famous landmarks in the world?;good;AI
Can you suggest some healthy snacks?;good;AI
Can you recommend some documentaries?;good;AI
Can you suggest some outdoor activities?;good;AI
How do I make a basic soup?;good;AI
How do I make a simple drawing?;good;AI
How do I make a basic cocktail?;good;AI
Explain how the human brain works.;good;AI
How can I improve my public speaking skills?;good;AI
What are some common symptoms of the flu?;good;AI
How can I reduce stress in my daily life?;good;AI
What are some tips for taking better photographs?;good;AI
How can I improve my time management skills?;good;AI
How can I make my home more energy-efficient?;good;AI
What is the importance of recycling?;good;AI
What are some common phobias and their causes?;good;AI
Can you suggest some fun team-building activities?;good;AI
How can I improve my memory?;good;AI
How can I improve my writing skills?;good;AI
How can I reduce my carbon footprint?;good;AI
How do I start a compost pile?;good;AI
What is the importance of sleep for health?;good;AI
Can you explain the concept of blockchain?;good;AI
How do I train for a 5K run?;good;AI
What are some fun science experiments for kids?;good;AI
How does the process of brewing beer work?;good;AI
Can you suggest some ways to decorate a small apartment?;good;AI
How can I improve my critical thinking skills?;good;AI
Can you explain how a telescope works?;good;AI
How do I choose the right plants for my garden?;good;AI
How does the process of making chocolate work?;good;AI
How can I improve my negotiation skills?;good;AI
Can you explain how a battery works?;good;AI
What are some common home remedies for a cold?;good;AI
How does the process of making maple syrup work?;good;AI
Can you suggest some ways to celebrate a birthday on a budget?;good;AI
How do I make a simple birdhouse?;good;AI
How can I improve my problem-solving skills?;good;AI
What are the main events of World War II?;good;AI
Can you recommend some family-friendly board games?;good;AI
What are the key events in the American Revolution?;good;AI
Explain the human respiratory system.;good;AI
How do I care for a pet cat?;good;AI
What are the advantages of electric cars?;good;AI
What are the best ways to stay hydrated?;good;AI
What are the benefits of a balanced diet?;good;AI
Explain how a camera works.;good;AI
How do I create a workout routine?;good;AI
What are some famous paintings and their artists?;good;AI
What are the steps to learn playing the guitar?;good;AI
Explain the human circulatory system.;good;AI
Can you recommend some good TV shows to watch?;good;AI
What are the best ways to improve memory?;good;AI
What are some popular hobbies?;good;AI
How do I make pancakes?;good;AI
Explain the process of composting.;good;AI
What are the most popular genres of music?;good;AI
Explain how a microwave works.;good;AI
What are the top movies of the year?;good;AI
Can you recommend some family-friendly games?;good;AI
What are some famous quotes by Albert Einstein?;good;AI
How do I edit photos using free software?;good;AI
How do I build a website from scratch?;good;AI
How do I clean my computer properly?;good;AI
What are the top programming languages to learn?;good;AI
What are the best ways to learn coding?;good;AI
What are the best ways to learn mathematics?;good;AI
How do I start a daily journal?;good;AI
What are the most important inventions in history?;good;AI
How do I improve my listening skills?;good;AI
What are some popular TV shows to watch?;good;AI
What are the benefits of learning music?;good;AI
Who painted the Mona Lisa?;good;AI
What is the distance between the Earth and the Moon?;good;AI
How do I make a simple vegetable soup?;good;AI
What are the most popular programming languages in 2023?;good;AI
Who invented the telephone?;good;AI
What are some famous landmarks in Italy?;good;AI
How do I edit a photo using basic software?;good;AI
Who was the first person to walk on the Moon?;good;AI
Who composed the 'Moonlight Sonata'?;good;AI
What are some easy exercises for beginners?;good;AI
Who discovered penicillin?;good;AI
How can I improve my cooking skills?;good;AI
Who was the first woman to win a Nobel Prize?;good;AI
How do I create a strong LinkedIn profile?;good;AI
How do I make a basic smoothie?;good;AI
Who invented the light bulb?;good;AI
What are the rules of basketball?;good;AI
What is the process of making bread?;good;AI
What are some famous museums in the world?;good;AI
Who was the first president of the United States?;good;AI
How do I create an effective study schedule?;good;AI
What are some tips for maintaining a healthy diet?;good;AI
Who discovered gravity?;good;AI
What are the rules of tennis?;good;AI
What is the process of making ice cream?;good;AI
How do I choose the right smartphone?;good;AI
How does the human circulatory system work?;good;AI
What are the steps to sew a button?;good;AI
Who was the first female astronaut?;good;AI
How do I create a successful blog?;good;AI
What are the different types of trees?;good;AI
What are some tips for staying motivated?;good;AI
Who invented the airplane?;good;AI
What are the rules of baseball?;good;AI
What is the process of making yogurt?;good;AI
How do I choose the right pair of glasses?;good;AI
What is the best way to clean my kitchen?;good;AI
What is the process for applying to college?;good;AI
What is the best way to declutter my home?;good;AI
Can you recommend a good workout routine?;good;AI
What is the process for adopting a pet?;good;AI
What is the best way to travel on a budget?;good;AI
Can you suggest some easy crafts to make at home?;good;AI
How do I make a salad dressing from scratch?;good;AI
Can you recommend a good video game?;good;AI
What is the best way to learn coding?;good;AI
How do I make a simple woodworking project?;good;AI
What are the causes of the American Revolution?;good;AI
Can you recommend a good board game?;good;AI
Can you suggest some easy sewing projects?;good;AI
How do I make a simple garden planter?;good;AI
How do I train my dog to follow basic commands?;good;AI
How can I improve my handwriting?;good;AI
What are the symptoms of vitamin D deficiency?;good;AI
How does the human brain process emotions?;good;AI
What are the most effective ways to learn math?;good;AI
What are some tips for improving sleep quality?;good;AI
How do I make a simple origami crane?;good;AI
How does a camera capture an image?;good;AI
What are some easy home workouts for beginners?;good;AI
How does the human heart function?;good;AI
What are some ways to celebrate a birthday on a budget?;good;AI
How does a washing machine clean clothes?;good;AI
What are some tips for writing a cover letter?;good;AI
Can you recommend some educational apps for kids?;good;AI
Can you explain the process of making beer?;good;AI
What are the benefits of practicing gratitude?;good;AI
What are some easy ways to reduce energy consumption at home?;good;AI
How do I start a small garden at home?;good;AI
Can you recommend some good podcasts?;good;AI
What are the steps to start a business?;good;AI
Can you explain the rules of soccer?;good;AI
What are some fun indoor activities?;good;AI
What is the significance of the Great Wall of China?;good;AI
Can you recommend some good TV shows?;good;AI
Can you suggest some good video games?;good;AI
Can you explain the rules of chess?;good;AI
How does a television work?;good;AI
Can you recommend some good music albums?;good;AI
What are the different types of clouds and their meanings?;good;AI
What is the significance of the Mona Lisa?;good;AI
What are some popular tourist attractions in the United States?;good;AI
How do I teach my dog to fetch?;good;AI
How does a plane fly?;good;AI
Can you explain the rules of basketball?;good;AI
How does a light bulb work?;good;AI
Can you recommend some good self-help books?;good;AI
How does a dishwasher work?;good;AI
Explain how a computer works in simple terms.;good;AI
How do I meditate for beginners?;good;AI
How can I learn a new language effectively?;good;AI
Explain the theory of evolution in simple terms.;good;AI
What are some fun outdoor games for families?;good;AI
What are some tips for safe driving?;good;AI
How do I choose the right career path?;good;AI
How can I declutter my home?;good;AI
Explain the concept of time zones.;good;AI
What are the benefits of gardening?;good;AI
Explain the process of making paper.;good;AI
How do I plan a wedding?;good;AI
What is the history of the bicycle?;good;AI
How do I set up a new email account?;good;AI
How do I make a simple budget?;good;AI
How do I clean my computer keyboard?;good;AI
Can you recommend a good TV series to binge-watch?;good;AI
What is the importance of voting in elections?;good;AI
Can you explain the concept of gravity?;good;AI
How do I make a basic salad dressing?;good;AI
Can you suggest some ways to reduce stress?;good;AI
What is the role of the United Nations?;good;AI
Can you suggest some ways to save money?;good;AI
What are the key principles of sustainable living?;good;AI
How do I make a basic website using HTML?;good;AI
How do I make a simple bird feeder?;good;AI
How do I make homemade soap?;good;AI
What is the process of making honey?;good;AI
Can you suggest some ways to stay motivated?;good;AI
How do I write a personal mission statement?;good;AI
What are the benefits of practicing mindfulness?;good;AI
How do I build a birdhouse?;good;AI
What are some common symptoms of allergies?;good;AI
How do I create a simple website?;good;AI
What are some popular TV shows currently?;good;AI
What are some common dog breeds?;good;AI
What is the process of making maple syrup?;good;AI
How do I choose the right laptop?;good;AI
What are some effective ways to learn math?;good;AI
What are the steps to plan a road trip?;good;AI
What are some popular podcasts?;good;AI
How do I choose the right bicycle?;good;AI
What are some common cat breeds?;good;AI
What is blockchain technology?;good;AI
What are some popular vegetarian recipes?;good;AI
What are the benefits of solar energy?;good;AI
How do I improve my sleep quality?;good;AI
How do I choose a good laptop?;good;AI
How do I create a workout plan?;good;AI
How do I make a basic white sauce?;good;AI
How do I choose a good pair of running shoes?;good;AI
What is the weather today?;good;AI
Can you tell me a fun fact?;good;AI
What are some good books to read?;good;AI
Explain the process of photosynthesis.;good;AI
How do I reset my password?;good;AI
Can you recommend a good movie?;good;AI
What time is it in New York?;good;AI
What are the benefits of exercise?;good;AI
Can you suggest a good workout routine?;good;AI
How do I change a light bulb?;good;AI
How do I write a formal email?;good;AI
How do I unclog a drain?;good;AI
What are the best ways to learn a new language?;good;AI
Can you recommend a good podcast?;good;AI
What is the meaning of life?;good;AI
Can you help me plan a trip to Japan?;good;AI
How do I set up a Wi-Fi network?;good;AI
Can you suggest a good recipe for lasagna?;good;AI
How do I meditate?;good;AI
How do I make a budget?;good;AI
Can you suggest a good board game?;good;AI
What is the function of the human heart?;good;AI
Can you suggest a good workout for beginners?;good;AI
What are the most influential books in history?;good;AI
What are some common myths and facts about nutrition?;good;AI
Can you suggest a good hiking trail?;good;AI
What is the structure of the Earth?;good;AI
What are the top inventions of the 21st century?;good;AI
Can you recommend a good restaurant in Paris?;good;AI
Can you help me write a professional email?;good;AI
Can you help me plan a weekend trip?;good;AI
What are the effects of sugar on the body?;good;AI
Can you help me write a thank-you note?;good;AI
What are some indoor activities for kids?;good;AI
What are some easy dinner recipes?;good;AI
Can you suggest some good podcasts?;good;AI
What are the most important vitamins and minerals?;good;AI
Explain the Big Bang theory.;good;AI
How do I create a presentation?;good;AI
What are some fun party games?;good;AI
Can you help me write a cover letter?;good;AI
What are the effects of caffeine on the body?;good;AI
Can you help me write a birthday card message?;good;AI
Explain the process of meiosis.;good;AI
What is the process of making coffee?;good;AI
What are the major events in World War II?;good;AI
What is the difference between climate and weather?;good;AI
What are the most visited tourist attractions in the world?;good;AI
What are some easy crafts for beginners?;good;AI
What is the difference between a hurricane and a tornado?;good;AI
What are the steps to learn basic coding?;good;AI
What are the health benefits of eating fruits and vegetables?;good;AI
Can you explain the process of digestion?;good;AI
What are the most famous landmarks in Europe?;good;AI
Can you suggest some good apps for learning a new skill?;good;AI
What is the difference between a novel and a short story?;good;AI
Can you recommend a good museum to visit in Paris?;good;AI
What are the steps to start composting at home?;good;AI
Can you suggest some good books for children?;good;AI
Can you explain how a camera works?;good;AI
What are some fun activities to do on a rainy day?;good;AI
Can you recommend a good fitness tracker?;good;AI
What are some popular tourist attractions in Paris?;good;AI
Explain the basics of photosynthesis.;good;AI
What is the capital of Canada?;good;AI
Can you suggest a simple workout routine for beginners?;good;AI
Explain the rules of soccer.;good;AI
Can you provide a recipe for homemade pizza?;good;AI
Can you suggest a healthy breakfast recipe?;good;AI
Can you provide a recipe for a smoothie?;good;AI
Can you recommend a good restaurant in my area?;good;AI
Can you suggest a good documentary to watch?;good;AI
What are the main components of a healthy diet?;good;AI
Explain the process of photosynthesis in detail.;good;AI
Can you provide tips for better communication?;good;AI
Can you recommend a good book for children?;good;AI
What are the key events of the American Civil War?;good;AI
Explain the concept of blockchain technology.;good;AI
Can you suggest a good video game to play?;good;AI
Explain how a refrigerator works.;good;AI
What are some famous quotes and their authors?;good;AI
Can you provide a recipe for homemade soup?;good;AI
What is the importance of biodiversity?;good;AI
What are the stages of sleep?;good;AI
Explain the concept of relativity.;good;AI
What are the steps to start a garden?;good;AI
How do I take care of houseplants?;good;AI
Can you recommend a good TV show?;good;AI
Can you suggest some outdoor activities for kids?;good;AI
How do I do laundry properly?;good;AI
What are the different types of government?;good;AI
How do I clean my bathroom?;good;AI
Explain the process of making bread.;good;AI
What are the different types of dances?;good;AI
Can you suggest some educational games for children?;good;AI
What are the major discoveries in space exploration?;good;AI
How do I clean my car?;good;AI
How do I make a fruit smoothie?;good;AI
How do I make spaghetti?;good;AI
What are some famous historical figures?;good;AI
How do I make a cup of hot chocolate?;good;AI
What are the steps to learn photography?;good;AI
What is the difference between stocks and bonds?;good;AI
How do I set up a Wi-Fi network at home?;good;AI
What is the storyline of 'Pride and Prejudice'?;good;AI
How do I grow tomatoes indoors?;good;AI
What are some good movies to watch?;good;AI
How do I fix a slow computer?;good;AI
How do I prepare for a marathon?;good;AI
How do I remove wallpaper?;good;AI
What are the health benefits of green tea?;good;AI
How do I troubleshoot a printer?;good;AI
What are some popular vacation spots in Europe?;good;AI
What is the plot of 'The Great Gatsby'?;good;AI
How do I clean my refrigerator?;good;AI
What is the storyline of 'The Hobbit'?;good;AI
What are some easy ways to reduce stress?;good;AI
How do I set up a smart home device?;good;AI
Explain the process of making coffee.;good;AI
How do I build a simple bookshelf?;good;AI
What are some common cat breeds and their traits?;good;AI
What are some fun outdoor activities for families?;good;AI
Explain the human digestive system.;good;AI
What are some basic yoga poses for beginners?;good;AI
What are some easy exercises for seniors?;good;AI
What are some common houseplants and their care tips?;good;AI
Explain the structure of an atom.;good;AI
How does a thermostat work?;good;AI
How do I make a peanut butter and jelly sandwich?;good;AI
How does a flashlight work?;good;AI
Explain the water purification process.;good;AI
How does a GPS work?;good;AI
What are some common types of flowers and their meanings?;good;AI
How does a vacuum cleaner work?;good;AI
How do I make a turkey sandwich?;good;AI
What are some popular types of dances?;good;AI
How do I care for a new puppy?;good;AI
Can you provide tips for public speaking?;good;AI
What are some fun team-building activities?;good;AI
What is the process of recycling paper?;good;AI
What are the benefits of reading to children?;good;AI
How do I sew a button on a shirt?;good;AI
Can you suggest some educational apps for kids?;good;AI
What are some tips for traveling with pets?;good;AI
How do I care for a sunburn?;good;AI
How do I create a monthly meal plan?;good;AI
Can you suggest some ways to improve memory?;good;AI
What are some tips for first-time homebuyers?;good;AI
How do I care for a cut or scrape?;good;AI
How do I make a simple terrarium?;good;AI
What are some popular museums to visit in Europe?;good;AI
Can you suggest some tips for better sleep?;good;AI
How do I start a herb garden?;good;AI
What are some ways to stay motivated while working from home?;good;AI
What are the top programming languages in 2023?;good;AI
What are some famous landmarks in Paris?;good;AI
What are some common gardening mistakes to avoid?;good;AI
What is the importance of voting?;good;AI
What are some benefits of volunteering?;good;AI
What is the importance of teamwork?;good;AI
How do I plan a healthy meal?;good;AI
What are some common misconceptions about science?;good;AI
How do I choose the right paint color for my room?;good;AI
What are some benefits of learning to play an instrument?;good;AI
What is the importance of setting goals?;good;AI
How do I start a fitness journey?;good;AI
What is the difference between a novel and a novella?;good;AI
How do I plan a movie night?;good;AI
What are some common mistakes to avoid when cooking?;good;AI
How do I make a basic fruit salad?;good;AI
How do I choose the right backpack for hiking?;good;AI
What are some benefits of journaling?;good;AI
What are some tips for better productivity?;good;AI
How do I troubleshoot a slow computer?;good;AI
How do I reduce stress in daily life?;good;AI
What are some common flowers and their meanings?;good;AI
How do I understand basic car maintenance?;good;AI
What are some common herbs and their uses?;good;AI
How do I create a simple budget spreadsheet?;good;AI
What are the steps to start recycling at home?;good;AI
What are some common types of poetry?;good;AI
What are the benefits of regular health check-ups?;good;AI
What is the distance between New York and Los Angeles?;good;AI
How do I do a push-up correctly?;good;AI
What is the theory of relativity?;good;AI
Can you suggest some easy crafts for kids?;good;AI
What are some common houseplants?;good;AI
How do I clean my windows?;good;AI
What are some common bird species?;good;AI
How do I do yoga?;good;AI
What are the steps to write a business plan?;good;AI
What is the water cycle?;good;AI
How do I take care of a pet fish?;good;AI
What are some common types of flowers?;good;AI
How do I do basic car maintenance?;good;AI
Can you recommend a good audiobook?;good;AI
How do I clean my carpets?;good;AI
What are some famous sculptures?;good;AI
Can you suggest some good card games?;good;AI
How do I change my car's air filter?;good;AI
What are some common types of trees?;good;AI
How do I do basic home repairs?;good;AI
What is the carbon cycle?;good;AI
How do I make a smoothie bowl?;good;AI
What is the best way to clean a kitchen?;good;AI
How do I create a presentation in PowerPoint?;good;AI
What is the best way to clean a bathroom?;good;AI
How do I make a quilt?;good;AI
What are the basic rules of basketball?;good;AI
How do I choose the right mattress?;good;AI
What are some popular tourist attractions in Australia?;good;AI
What is the best way to clean windows?;good;AI
How do I make a terrarium?;good;AI
How do I make a homemade candle?;good;AI
What are some healthy lunch ideas?;good;AI
How do I make a friendship bracelet?;good;AI
What are the basic rules of tennis?;good;AI
How do I choose the right backpack?;good;AI
What are the benefits of practicing yoga?;good;AI
What are some popular tourist attractions in Egypt?;good;AI
How do I start a YouTube channel?;good;AI
What is the best way to clean carpets?;good;AI
What are the steps to buy a house?;good;AI
What are the steps to write a resume?;good;AI
What are the key differences between Python and JavaScript?;good;AI
What are some tips for improving public speaking skills?;good;AI
What are some common home remedies for a sore throat?;good;AI
What are some fun facts about dolphins?;good;AI
How does the electoral college work?;good;AI
What are the best ways to declutter my home?;good;AI
What are the health benefits of eating fruits?;good;AI
How do I improve my concentration?;good;AI
How does cryptocurrency work?;good;AI
Can you explain blockchain technology?;good;AI
Can you explain how Wi-Fi works?;good;AI
What are the advantages of renewable energy?;good;AI
How do I set up a home network?;good;AI
Can you recommend a good workout app?;good;AI
What is the meaning of the word 'serendipity'?;good;AI
What are some popular tourist attractions in New York City?;good;AI
How do I plan a budget for a trip?;good;AI
Can you suggest some fun outdoor games?;good;AI
How do I grow tomatoes in my backyard?;good;AI
Can you explain the basics of coding?;good;AI
What are some effective time management strategies?;good;AI
What is the significance of the Pyramids of Giza?;good;AI
